"SALE_TEXT","LANDUSE_TE","RECD_DATE","RECD_PRICE","CITY_TEXT","NbhdLabel","Date","Year"
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","07/29/2020",105000,"COVINGTON","Ritte's East Latonia",2020-07-29,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","07/24/2020",130500,"COVINGTON","Latonia/Rosedale",2020-07-24,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","07/10/2020",172000,"COVINGTON","Latonia/Rosedale",2020-07-10,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","07/30/2020",119900,"COVINGTON","Latonia/Rosedale",2020-07-30,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","07/20/2020",85000,"COVINGTON","Latonia/Rosedale",2020-07-20,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","07/01/2020",268000,"COVINGTON","South Covington",2020-07-01,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","07/10/2020",295000,"COVINGTON","South Covington",2020-07-10,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM","07/02/2020",137000,"COVINGTON","Kenton Hills",2020-07-02,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM","07/20/2020",141000,"COVINGTON","South Covington",2020-07-20,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM","07/09/2020",212000,"COVINGTON","South Covington",2020-07-09,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM","07/06/2020",149900,"COVINGTON","South Covington",2020-07-06,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM","07/02/2020",144900,"COVINGTON","South Covington",2020-07-02,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM","07/22/2020",780000,"COVINGTON","Central Business District",2020-07-22,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM","07/15/2020",319000,"COVINGTON","Licking Riverside",2020-07-15,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM","07/29/2020",170000,"COVINGTON","Old Town/Mutter Gottes",2020-07-29,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/23/2020",120000,"COVINGTON","Botany Hills",2020-06-23,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/30/2020",40000,"COVINGTON","Lewisburg",2020-06-30,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","06/11/2020",120000,"COVINGTON","Lewisburg",2020-06-11,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/12/2020",190000,"COVINGTON","South Covington",2020-06-12,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/03/2020",210000,"COVINGTON","South Covington",2020-06-03,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/25/2020",150000,"COVINGTON","South Covington",2020-06-25,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/04/2020",159900,"COVINGTON","South Covington",2020-06-04,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/01/2020",144500,"COVINGTON","South Covington",2020-06-01,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/15/2020",195000,"COVINGTON","South Covington",2020-06-15,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/08/2020",160000,"COVINGTON","South Covington",2020-06-08,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/03/2020",180000,"COVINGTON","South Covington",2020-06-03,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/23/2020",162500,"COVINGTON","South Covington",2020-06-23,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","06/16/2020",271000,"COVINGTON","Old Town/Mutter Gottes",2020-06-16,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/16/2020",575000,"COVINGTON","Licking Riverside",2020-06-16,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/16/2020",50000,"COVINGTON","Peaselburg",2020-06-16,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/11/2020",55000,"COVINGTON","Peaselburg",2020-06-11,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","06/25/2020",98500,"COVINGTON","Austinburg",2020-06-25,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/29/2020",92000,"COVINGTON","Wallace Woods",2020-06-29,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/16/2020",53500,"COVINGTON","Austinburg",2020-06-16,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/12/2020",60000,"COVINGTON","Austinburg",2020-06-12,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/12/2020",80000,"COVINGTON","Austinburg",2020-06-12,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/02/2020",205000,"COVINGTON","Wallace Woods",2020-06-02,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/17/2020",310000,"COVINGTON","Wallace Woods",2020-06-17,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/23/2020",120000,"COVINGTON","Wallace Woods",2020-06-23,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/04/2020",165000,"COVINGTON","West Latonia",2020-06-04,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","06/12/2020",1e+05,"COVINGTON","West Latonia",2020-06-12,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/22/2020",137000,"COVINGTON","Latonia/Rosedale",2020-06-22,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/29/2020",74000,"COVINGTON","Ritte's East Latonia",2020-06-29,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/29/2020",137000,"COVINGTON","Latonia/Rosedale",2020-06-29,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/12/2020",102000,"COVINGTON","Latonia/Rosedale",2020-06-12,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/02/2020",126900,"COVINGTON","Latonia/Rosedale",2020-06-02,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","06/02/2020",252000,"COVINGTON","South Covington",2020-06-02,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM","06/25/2020",184000,"COVINGTON","Botany Hills",2020-06-25,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM","06/29/2020",115000,"COVINGTON","Kenton Hills",2020-06-29,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM","06/02/2020",131000,"COVINGTON","Kenton Hills",2020-06-02,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM","06/12/2020",168500,"COVINGTON","South Covington",2020-06-12,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM","06/17/2020",460000,"COVINGTON","Central Business District",2020-06-17,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/25/2020",85000,"COVINGTON","Botany Hills",2020-03-25,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/20/2020",109000,"COVINGTON","Botany Hills",2020-03-20,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/26/2020",96500,"COVINGTON","Lewisburg",2020-03-26,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/10/2020",62500,"COVINGTON","Mainstrasse",2020-03-10,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","LANDOMINIUM","03/10/2020",379900,"COVINGTON","Lewisburg",2020-03-10,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","LANDOMINIUM","03/25/2020",439000,"COVINGTON","Lewisburg",2020-03-25,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","LANDOMINIUM","03/20/2020",408000,"COVINGTON","Lewisburg",2020-03-20,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/18/2020",42000,"COVINGTON","Lewisburg",2020-03-18,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/20/2020",90000,"COVINGTON","Peaselburg",2020-03-20,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/20/2020",167500,"COVINGTON","South Covington",2020-03-20,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/25/2020",165000,"COVINGTON","South Covington",2020-03-25,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/23/2020",164900,"COVINGTON","South Covington",2020-03-23,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/17/2020",322500,"COVINGTON","South Covington",2020-03-17,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/20/2020",186500,"COVINGTON","South Covington",2020-03-20,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/27/2020",190000,"COVINGTON","South Covington",2020-03-27,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/10/2020",66200,"COVINGTON","Westside",2020-03-10,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","03/11/2020",85000,"COVINGTON","Westside",2020-03-11,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/17/2020",53700,"COVINGTON","Seminary Square",2020-03-17,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","03/11/2020",112500,"COVINGTON","Westside",2020-03-11,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/06/2020",160000,"COVINGTON","Licking Riverside",2020-03-06,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/11/2020",68500,"COVINGTON","Peaselburg",2020-03-11,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/18/2020",62000,"COVINGTON","Westside",2020-03-18,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/04/2020",86000,"COVINGTON","Peaselburg",2020-03-04,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","03/04/2020",145000,"COVINGTON","Westside",2020-03-04,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/16/2020",133000,"COVINGTON","Peaselburg",2020-03-16,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/11/2020",155000,"COVINGTON","Peaselburg",2020-03-11,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","03/11/2020",97000,"COVINGTON","Peaselburg",2020-03-11,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/24/2020",64000,"COVINGTON","Peaselburg",2020-03-24,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","THREE FAMILY","03/30/2020",153500,"COVINGTON","Helentown",2020-03-30,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/20/2020",142500,"COVINGTON","Austinburg",2020-03-20,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/27/2020",99000,"COVINGTON","Monte Casino",2020-03-27,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/16/2020",32900,"COVINGTON","Peaselburg",2020-03-16,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/11/2020",22500,"COVINGTON","Peaselburg",2020-03-11,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/10/2020",37000,"COVINGTON","Eastside",2020-03-10,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/19/2020",116100,"COVINGTON","Austinburg",2020-03-19,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","03/12/2020",126000,"COVINGTON","Wallace Woods",2020-03-12,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/04/2020",115000,"COVINGTON","West Latonia",2020-03-04,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/26/2020",68000,"COVINGTON","West Latonia",2020-03-26,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/16/2020",35000,"COVINGTON","West Latonia",2020-03-16,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/11/2020",107000,"COVINGTON","West Latonia",2020-03-11,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/04/2020",87000,"COVINGTON","West Latonia",2020-03-04,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/05/2020",97000,"COVINGTON","Ritte's East Latonia",2020-03-05,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/09/2020",82000,"COVINGTON","Ritte's East Latonia",2020-03-09,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/27/2020",85000,"COVINGTON","Latonia/Rosedale",2020-03-27,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","03/11/2020",290000,"COVINGTON","South Covington",2020-03-11,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM","03/02/2020",173000,"COVINGTON","Botany Hills",2020-03-02,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM","03/20/2020",665000,"COVINGTON","Central Business District",2020-03-20,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM","03/04/2020",5e+05,"COVINGTON","Licking Riverside",2020-03-04,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/04/2020",85000,"COVINGTON","Botany Hills",2020-05-04,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/04/2020",105000,"COVINGTON","Botany Hills",2020-05-04,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/20/2020",110000,"COVINGTON","Botany Hills",2020-05-20,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/12/2020",777000,"COVINGTON","Kenton Hills",2020-05-12,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","05/11/2020",106500,"COVINGTON","Mainstrasse",2020-05-11,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/07/2020",180000,"COVINGTON","South Covington",2020-05-07,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/13/2020",118500,"COVINGTON","South Covington",2020-05-13,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/27/2020",155000,"COVINGTON","South Covington",2020-05-27,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/04/2020",225000,"COVINGTON","Licking Riverside",2020-05-04,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/21/2020",165000,"COVINGTON","Mainstrasse",2020-05-21,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/19/2020",170000,"COVINGTON","Seminary Square",2020-05-19,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/19/2020",65000,"COVINGTON","Peaselburg",2020-05-19,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/26/2020",111900,"COVINGTON","Helentown",2020-05-26,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/26/2020",44000,"COVINGTON","Peaselburg",2020-05-26,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/05/2020",80000,"COVINGTON","Wallace Woods",2020-05-05,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/04/2020",78000,"COVINGTON","West Latonia",2020-05-04,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/20/2020",38500,"COVINGTON","Eastside",2020-05-20,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/20/2020",460000,"COVINGTON","Wallace Woods",2020-05-20,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/19/2020",124000,"COVINGTON","Austinburg",2020-05-19,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/15/2020",1e+05,"COVINGTON","Austinburg",2020-05-15,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/13/2020",118500,"COVINGTON","Levassor Park",2020-05-13,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/13/2020",111000,"COVINGTON","West Latonia",2020-05-13,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/21/2020",87000,"COVINGTON","West Latonia",2020-05-21,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","05/13/2020",94000,"COVINGTON","Ritte's East Latonia",2020-05-13,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM","05/19/2020",128900,"COVINGTON","South Covington",2020-05-19,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM","05/19/2020",180000,"COVINGTON","South Covington",2020-05-19,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM","05/27/2020",130000,"COVINGTON","South Covington",2020-05-27,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM","05/12/2020",235000,"COVINGTON","Old Town/Mutter Gottes",2020-05-12,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/13/2020",167500,"COVINGTON","Botany Hills",2020-11-13,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/23/2020",147500,"COVINGTON","Botany Hills",2020-11-23,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/06/2020",115000,"COVINGTON","Botany Hills",2020-11-06,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/16/2020",110000,"COVINGTON","Botany Hills",2020-11-16,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","11/06/2020",65000,"COVINGTON","Botany Hills",2020-11-06,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/23/2020",60000,"COVINGTON","Mainstrasse",2020-11-23,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/16/2020",290000,"COVINGTON","Lewisburg",2020-11-16,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/23/2020",120000,"COVINGTON","Lewisburg",2020-11-23,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/05/2020",120000,"COVINGTON","Mainstrasse",2020-11-05,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/10/2020",80000,"COVINGTON","Mainstrasse",2020-11-10,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/23/2020",52000,"COVINGTON","Lewisburg",2020-11-23,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","11/23/2020",199000,"COVINGTON","Peaselburg",2020-11-23,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","LANDOMINIUM (OWNS GROUND)","11/06/2020",386000,"COVINGTON","Lewisburg",2020-11-06,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/16/2020",235000,"COVINGTON","Peaselburg",2020-11-16,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/23/2020",208000,"COVINGTON","South Covington",2020-11-23,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/17/2020",198000,"COVINGTON","South Covington",2020-11-17,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/17/2020",220000,"COVINGTON","South Covington",2020-11-17,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/05/2020",159000,"COVINGTON","South Covington",2020-11-05,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/18/2020",160000,"COVINGTON","South Covington",2020-11-18,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/18/2020",1794800,"COVINGTON","Licking Riverside",2020-11-18,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/18/2020",277500,"COVINGTON","Mainstrasse",2020-11-18,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/16/2020",1e+05,"COVINGTON","Old Town/Mutter Gottes",2020-11-16,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/25/2020",125000,"COVINGTON","Old Town/Mutter Gottes",2020-11-25,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/19/2020",373000,"COVINGTON","Mainstrasse",2020-11-19,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","11/18/2020",210000,"COVINGTON","Licking Riverside",2020-11-18,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/10/2020",2e+05,"COVINGTON","Licking Riverside",2020-11-10,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/10/2020",244000,"COVINGTON","Licking Riverside",2020-11-10,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/12/2020",210000,"COVINGTON","Westside",2020-11-12,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/05/2020",43700,"COVINGTON","Westside",2020-11-05,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/02/2020",70000,"COVINGTON","Westside",2020-11-02,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/17/2020",120000,"COVINGTON","Westside",2020-11-17,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/25/2020",130000,"COVINGTON","Peaselburg",2020-11-25,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/25/2020",70000,"COVINGTON","Historic West 15th Street",2020-11-25,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","THREE FAMILY","11/23/2020",84000,"COVINGTON","Helentown",2020-11-23,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/17/2020",84500,"COVINGTON","Peaselburg",2020-11-17,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/10/2020",165000,"COVINGTON","Austinburg",2020-11-10,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/18/2020",135000,"COVINGTON","West Latonia",2020-11-18,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/06/2020",72500,"COVINGTON","West Latonia",2020-11-06,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/12/2020",69900,"COVINGTON","Austinburg",2020-11-12,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/04/2020",155000,"COVINGTON","Wallace Woods",2020-11-04,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/09/2020",235000,"COVINGTON","Wallace Woods",2020-11-09,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/09/2020",230000,"COVINGTON","Wallace Woods",2020-11-09,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/18/2020",127000,"COVINGTON","West Latonia",2020-11-18,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/13/2020",125000,"COVINGTON","West Latonia",2020-11-13,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/03/2020",118500,"COVINGTON","West Latonia",2020-11-03,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","11/30/2020",115000,"COVINGTON","Latonia Milldale",2020-11-30,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/23/2020",175000,"COVINGTON","Latonia/Rosedale",2020-11-23,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/02/2020",87500,"COVINGTON","Ritte's East Latonia",2020-11-02,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/05/2020",102900,"COVINGTON","Latonia/Rosedale",2020-11-05,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/25/2020",130000,"COVINGTON","Latonia/Rosedale",2020-11-25,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","11/02/2020",106000,"COVINGTON","Latonia/Rosedale",2020-11-02,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/06/2020",315000,"COVINGTON","South Covington",2020-11-06,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/20/2020",260000,"COVINGTON","South Covington",2020-11-20,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/03/2020",314000,"COVINGTON","South Covington",2020-11-03,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/20/2020",275000,"COVINGTON","South Covington",2020-11-20,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/02/2020",150200,"COVINGTON","South Covington",2020-11-02,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","11/20/2020",257500,"COVINGTON","South Covington",2020-11-20,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","11/23/2020",174900,"COVINGTON","Botany Hills",2020-11-23,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","11/09/2020",110000,"COVINGTON","Kenton Hills",2020-11-09,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","11/20/2020",174000,"COVINGTON","South Covington",2020-11-20,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","11/10/2020",175000,"COVINGTON","South Covington",2020-11-10,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","CONDOMINIUM-NO LAND","11/13/2020",451000,"COVINGTON","Central Business District",2020-11-13,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","10/13/2020",60000,"COVINGTON","Botany Hills",2020-10-13,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","SINGLE FAMILY","10/13/2020",145000,"COVINGTON","Botany Hills",2020-10-13,2020
"GOOD SALE/ARMS LENGTH TRANSACTION","TWO FAMILY","10/21/2020",150000,"COVINGTON","Botany Hills",2020-10-21,2020
